HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITId,Input.HITTypeId,Input.Title,Input.Description,Input.Keywords,Input.Reward,Input.CreationTime,Input.MaxAssignments,Input.RequesterAnnotation,Input.AssignmentDurationInSeconds,Input.AutoApprovalDelayInSeconds,Input.Expiration,Input.NumberOfSimilarHITs,Input.LifetimeInSeconds,Input.AssignmentId,Input.WorkerId,Input.AssignmentStatus,Input.AcceptTime,Input.SubmitTime,Input.AutoApprovalTime,Input.ApprovalTime,Input.RejectionTime,Input.RequesterFeedback,Input.WorkTimeInSeconds,Input.LifetimeApprovalRate,Input.Last30DaysApprovalRate,Input.Last7DaysApprovalRate,Input.attr_id,Input.attr_name,Input.attr_desc,Input.ex_adj,Input.adj_1,Input.adj_2,Input.adj_3,Input.adj_4,Input.adj_5,Input.adj_6,Input.adj_7,Input.adj_8,Input.adj_9,Input.adj_10,Input.pos_qual_ctrl_1,Input.pos_qual_ctrl_2,Input.pos_qual_ctrl_3,Input.pos_qual_ctrl_4,Input.pos_qual_ctrl_5,Input.neg_qual_ctrl,Input.aadj_1,Input.aadj_10,Input.aadj_2,Input.aadj_3,Input.aadj_4,Input.aadj_5,Input.aadj_6,Input.aadj_7,Input.aadj_8,Input.aadj_9,Input.aneg_qual_ctrl,Input.apos_qual_ctrl_1,Input.apos_qual_ctrl_2,Input.apos_qual_ctrl_3,Input.apos_qual_ctrl_4,Input.apos_qual_ctrl_5,Input.appeal,Answer.ruling.label,Approve,Reject
3HXCEECSQO27CBUIVLTEK7KLDI1YZE,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3IAS3U3I0IPOGCWPMOBID58TDAUB28,A3O51JVRKYX9XV,Approved,Thu Apr 25 14:07:45 PDT 2019,Thu Apr 25 14:07:56 PDT 2019,Sun Apr 28 14:07:56 PDT 2019,,,,11,100% (11/11),100% (11/11),100% (11/11),3VLL1PIENQORTHBYXFO6MVTUA7YOZU,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3L4D84MILZSTN5H01IVV2C4RL84HJX,A2M5VW97GIYLHB,Approved,Wed Jan 16 11:56:00 PST 2019,Wed Jan 16 11:57:01 PST 2019,Sat Jan 19 11:57:01 PST 2019,2019-01-19 19:57:37 UTC,,,61,100% (93/93),100% (51/51),100% (51/51),criticality.n.02,criticality,a critical state; especially the point at which a nuclear reaction is self-sustaining,"supercritical, critical, noncritical",rich,horrible,despicable,potent,unpolluted,courteous,honourable,east,noble,profit-making,noncritical,supercritical,critical,,,hard-hitting,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3HXCEECSQO27CBUIVLTEK7KLDI1YZE,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3KGTPGBS60U3CB5VMFSDIV0H2V0U27,A1C792P4G11BYD,Approved,Thu Apr 25 13:04:45 PDT 2019,Thu Apr 25 13:04:57 PDT 2019,Sun Apr 28 13:04:57 PDT 2019,,,,12,100% (4/4),100% (4/4),100% (4/4),3VLL1PIENQORTHBYXFO6MVTUA7YOZU,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3L4D84MILZSTN5H01IVV2C4RL84HJX,A2M5VW97GIYLHB,Approved,Wed Jan 16 11:56:00 PST 2019,Wed Jan 16 11:57:01 PST 2019,Sat Jan 19 11:57:01 PST 2019,2019-01-19 19:57:37 UTC,,,61,100% (93/93),100% (51/51),100% (51/51),criticality.n.02,criticality,a critical state; especially the point at which a nuclear reaction is self-sustaining,"supercritical, critical, noncritical",rich,horrible,despicable,potent,unpolluted,courteous,honourable,east,noble,profit-making,noncritical,supercritical,critical,,,hard-hitting,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3HXCEECSQO27CBUIVLTEK7KLDI1YZE,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3OCHAWUVGRTQAV3GGQ942YLFDD2KXA,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:27:57 PDT 2019,Thu Apr 25 11:28:12 PDT 2019,Sun Apr 28 11:28:12 PDT 2019,,,,15,100% (59/59),100% (59/59),100% (59/59),3VLL1PIENQORTHBYXFO6MVTUA7YOZU,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3L4D84MILZSTN5H01IVV2C4RL84HJX,A2M5VW97GIYLHB,Approved,Wed Jan 16 11:56:00 PST 2019,Wed Jan 16 11:57:01 PST 2019,Sat Jan 19 11:57:01 PST 2019,2019-01-19 19:57:37 UTC,,,61,100% (93/93),100% (51/51),100% (51/51),criticality.n.02,criticality,a critical state; especially the point at which a nuclear reaction is self-sustaining,"supercritical, critical, noncritical",rich,horrible,despicable,potent,unpolluted,courteous,honourable,east,noble,profit-making,noncritical,supercritical,critical,,,hard-hitting,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3IWA71V4TKPGOWKXOKA14VKH68B6XQ,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,34HJIJKLP85DS49IVJL67WZY0G44V1,A21CNDWV70DK3G,Approved,Thu Apr 25 09:56:21 PDT 2019,Thu Apr 25 09:57:26 PDT 2019,Sun Apr 28 09:57:26 PDT 2019,,,,65,100% (12/12),100% (12/12),100% (12/12),3UEBBGULPFOG154VSP68I951GOSUFP,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,33SA9F9TRXU39FQXIG646Z1MVPUWE2,A1MIBEGF81ZLUS,Approved,Wed Jan 16 13:42:47 PST 2019,Wed Jan 16 13:43:30 PST 2019,Sat Jan 19 13:43:30 PST 2019,2019-01-19 21:43:39 UTC,,,43,100% (7/7),100% (6/6),100% (6/6),beauty.n.01,beauty,the qualities that give pleasure to the senses,"lovely, disfigured, splendid, comely, evil-looking",inconclusive,bright,inclined,succinct,serious,stimulating,monotonous,chilled,authorized,bodily,ravishing,ugly,disfigured,splendid,comely,leftmost,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3IWA71V4TKPGOWKXOKA14VKH68B6XQ,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,39U1BHVTDO0DXGMPQAG8W9J7PVST3P,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:36:50 PDT 2019,Thu Apr 25 11:37:11 PDT 2019,Sun Apr 28 11:37:11 PDT 2019,,,,21,100% (59/59),100% (59/59),100% (59/59),3UEBBGULPFOG154VSP68I951GOSUFP,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,33SA9F9TRXU39FQXIG646Z1MVPUWE2,A1MIBEGF81ZLUS,Approved,Wed Jan 16 13:42:47 PST 2019,Wed Jan 16 13:43:30 PST 2019,Sat Jan 19 13:43:30 PST 2019,2019-01-19 21:43:39 UTC,,,43,100% (7/7),100% (6/6),100% (6/6),beauty.n.01,beauty,the qualities that give pleasure to the senses,"lovely, disfigured, splendid, comely, evil-looking",inconclusive,bright,inclined,succinct,serious,stimulating,monotonous,chilled,authorized,bodily,ravishing,ugly,disfigured,splendid,comely,leftmost,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3IZVJEBJ6CT5TRKCP2YM1G0SE896ZN,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,33LK57MYLWED39G3MH6RQ5S027AZS0,A23441R746K5OU,Approved,Wed Apr 24 23:30:55 PDT 2019,Wed Apr 24 23:31:18 PDT 2019,Sat Apr 27 23:31:18 PDT 2019,,,,23,100% (23/23),100% (23/23),100% (23/23),39KV3A5D187N7ZXLL1DWFGAWX3OS73,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,34HJIJKLP5W82OTZ30PVBB6HBRZ4VV,AOBTFLJU2BEPR,Approved,Wed Jan 16 12:24:44 PST 2019,Wed Jan 16 12:25:26 PST 2019,Sat Jan 19 12:25:26 PST 2019,2019-01-19 20:25:37 UTC,,,42,99% (95/96),100% (85/85),100% (85/85),likeness.n.01,likeness,similarity in appearance or character or nature between persons or things,"dissimilar, similar, like, unalike, alike",inside,authorized,even-handed,unorthodox,itty-bitty,clear,sinister,correct,red,inconceivable,similar,unalike,like,alike,dissimilar,single,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Naa,Yes,No,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3IZVJEBJ6CT5TRKCP2YM1G0SE896ZN,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3AMYWKA6YEVWH74ZDVS792P40EDO64,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:39:53 PDT 2019,Thu Apr 25 11:40:15 PDT 2019,Sun Apr 28 11:40:15 PDT 2019,,,,22,100% (59/59),100% (59/59),100% (59/59),39KV3A5D187N7ZXLL1DWFGAWX3OS73,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,34HJIJKLP5W82OTZ30PVBB6HBRZ4VV,AOBTFLJU2BEPR,Approved,Wed Jan 16 12:24:44 PST 2019,Wed Jan 16 12:25:26 PST 2019,Sat Jan 19 12:25:26 PST 2019,2019-01-19 20:25:37 UTC,,,42,99% (95/96),100% (85/85),100% (85/85),likeness.n.01,likeness,similarity in appearance or character or nature between persons or things,"dissimilar, similar, like, unalike, alike",inside,authorized,even-handed,unorthodox,itty-bitty,clear,sinister,correct,red,inconceivable,similar,unalike,like,alike,dissimilar,single,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Naa,Yes,No,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3J9L0X0VDHVOHFH5CMHRMMXCN7CW9X,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3LJ7UR74RKM0KZ09TSZFXF5LED04NI,A23441R746K5OU,Approved,Wed Apr 24 23:30:30 PDT 2019,Wed Apr 24 23:30:54 PDT 2019,Sat Apr 27 23:30:54 PDT 2019,,,,24,100% (23/23),100% (23/23),100% (23/23),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3VZLGYJEYLAG9AMJO8G3TSGBSX9ZX4,AA21VG9GOHM54,Approved,Wed Jan 16 13:44:10 PST 2019,Wed Jan 16 13:46:26 PST 2019,Sat Jan 19 13:46:26 PST 2019,2019-01-19 21:46:40 UTC,,,136,100% (8/8),100% (7/7),100% (7/7),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3J9L0X0VDHVOHFH5CMHRMMXCN7CW9X,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3N8OEVH1FUZM6DA3DRE1Q2BVLEAOOW,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:02:10 PDT 2019,Thu Apr 25 16:02:44 PDT 2019,Sun Apr 28 16:02:44 PDT 2019,,,,34,100% (59/59),100% (59/59),100% (59/59),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3VZLGYJEYLAG9AMJO8G3TSGBSX9ZX4,AA21VG9GOHM54,Approved,Wed Jan 16 13:44:10 PST 2019,Wed Jan 16 13:46:26 PST 2019,Sat Jan 19 13:46:26 PST 2019,2019-01-19 21:46:40 UTC,,,136,100% (8/8),100% (7/7),100% (7/7),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3K2CEDRACDABWIW56QGL4OWXJC1TM3,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,37TD41K0AKI0VG5TU3MJF7RFTPSCSI,A1C792P4G11BYD,Approved,Thu Apr 25 12:45:32 PDT 2019,Thu Apr 25 12:45:42 PDT 2019,Sun Apr 28 12:45:42 PDT 2019,,,,10,100% (4/4),100% (4/4),100% (4/4),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3R6BYFZZP7CA4TVJNWMWQ00TGTWXFX,A1AR5OZLXIF9,Approved,Wed Jan 16 16:46:29 PST 2019,Wed Jan 16 16:48:20 PST 2019,Sat Jan 19 16:48:20 PST 2019,2019-01-20 00:48:37 UTC,,,111,100% (5/5),100% (5/5),100% (5/5),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3K2CEDRACDABWIW56QGL4OWXJC1TM3,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3UOUJI6MTGN4DR8SA4D68LUDF40XUK,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:40:49 PDT 2019,Thu Apr 25 11:43:53 PDT 2019,Sun Apr 28 11:43:53 PDT 2019,,,,184,100% (59/59),100% (59/59),100% (59/59),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3R6BYFZZP7CA4TVJNWMWQ00TGTWXFX,A1AR5OZLXIF9,Approved,Wed Jan 16 16:46:29 PST 2019,Wed Jan 16 16:48:20 PST 2019,Sat Jan 19 16:48:20 PST 2019,2019-01-20 00:48:37 UTC,,,111,100% (5/5),100% (5/5),100% (5/5),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3L21G7IH495AHF9ANAKMSD0903P1YT,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:53 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:53 PDT 2019,,,3ZGVPD4G6WQEI9TIBHBH0AOM4QRTZM,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:06:14 PDT 2019,Thu Apr 25 11:08:07 PDT 2019,Sun Apr 28 11:08:07 PDT 2019,,,,113,100% (59/59),100% (59/59),100% (59/59),3EPG8DX9LKQB733A5RU5MRRPJDMP55,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3634BBTX0OUDEY6OOAMVNQDESEXIFJ,A2RCYLKY072XXO,Approved,Wed Jan 16 11:38:23 PST 2019,Wed Jan 16 11:39:55 PST 2019,Sat Jan 19 11:39:55 PST 2019,2019-01-19 19:40:37 UTC,,,92,100% (475/475),100% (2/2),100% (2/2),thoughtfulness.n.03,thoughtfulness,the trait of thinking carefully before acting,"reflective, unthinking, excogitative, pensive, well_thought_out",clear,proscribed,solitary,crushed,discernible,sinister,unrecognised,chilled,noble,monotonous,reflective,unthoughtful,meditative,thoughtless,considerate,plundering,No,No,No,No,Naa,No,No,No,Naa,Yes,Naa,No,Yes,No,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3O0M2G5VC8BC8DYL2GB8RUEL3EE49K,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3F6KKYWMNEADKVJ2M3080JZRRQVNDG,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:21:28 PDT 2019,Thu Apr 25 11:24:30 PDT 2019,Sun Apr 28 11:24:30 PDT 2019,,,,182,100% (59/59),100% (59/59),100% (59/59),3RBI0I35XE322287IV2VKLMH9MYY3I,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,3Q5C1WP23M1ACVH1AROG9F5FMKT15G,A1ZGQC0J00M69W,Approved,Wed Jan 16 15:01:00 PST 2019,Wed Jan 16 15:16:58 PST 2019,Sat Jan 19 15:16:58 PST 2019,2019-01-19 23:17:37 UTC,,,958,100% (171/171),100% (169/169),100% (169/169),position.n.01,position,the particular portion of space occupied by something,"semi-upright, weeping, decumbent, statant, governing",courteous,favourable,fashionable,deliberate,bright,clear,succinct,plentiful,unceasing,preliminary,paramount,lower-class,right-handed,semi-upright,governing,unmindful,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3Q9SPIIRWLV2MYRA4SVRIH8WTPUWAC,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3MRNMEIQW8FNWVGHAQKTNRV2MVVLDC,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:37:29 PDT 2019,Thu Apr 25 11:39:53 PDT 2019,Sun Apr 28 11:39:53 PDT 2019,,,,144,100% (59/59),100% (59/59),100% (59/59),39KV3A5D187N7ZXLL1DWFGAWX3OS73,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,30OG32W0SUBDMLHJQFFHAGOV2ESNE6,A2HR7ZIX42FEPG,Approved,Wed Jan 16 14:15:18 PST 2019,Wed Jan 16 14:15:35 PST 2019,Sat Jan 19 14:15:35 PST 2019,2019-01-19 22:15:42 UTC,,,17,100% (281/281),100% (73/73),100% (73/73),likeness.n.01,likeness,similarity in appearance or character or nature between persons or things,"dissimilar, similar, like, unalike, alike",inside,authorized,even-handed,unorthodox,itty-bitty,clear,sinister,correct,red,inconceivable,similar,unalike,like,alike,dissimilar,single,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
